loinc_num;copra_id;loinc_long_common_name;copra_description;accuracy;is_match;id
148-7;104034;Cephalexin [Empfindlichkeit] mit minimaler letaler Konzentration (MLK);Messwert der  NO Konzentration bei NO Beatmung;68;Nein;1807
156-0;104034;Cephaloridin [Empfindlichkeit] mit minimaler letaler Konzentration (MLK);Messwert der  NO Konzentration bei NO Beatmung;68;Nein;1808
15-8;104034;Amoxicillin [Empfindlichkeit] mit minimaler letaler Konzentration (MLK);Messwert der  NO Konzentration bei NO Beatmung;68;Nein;1809
160-2;104034;Cephalothin [Empfindlichkeit] mit minimaler letaler Konzentration (MLK);Messwert der  NO Konzentration bei NO Beatmung;68;Nein;1810
164-4;104034;Cephapirin [Empfindlichkeit] mit minimaler letaler Konzentration (MLK);Messwert der  NO Konzentration bei NO Beatmung;68;Nein;1811
168-5;104034;Cephradin [Empfindlichkeit] mit minimaler letaler Konzentration (MLK);Messwert der  NO Konzentration bei NO Beatmung;68;Nein;1812
172-7;104034;Chloramphenicol [Empfindlichkeit] mit minimaler letaler Konzentration (MLK);Messwert der  NO Konzentration bei NO Beatmung;68;Nein;1813
176-8;104034;Chlortetracyclin [Empfindlichkeit] mit minimaler letaler Konzentration (MLK);Messwert der  NO Konzentration bei NO Beatmung;68;Nein;1814
180-0;104034;Cinoxacin [Empfindlichkeit] mit minimaler letaler Konzentration (MLK);Messwert der  NO Konzentration bei NO Beatmung;68;Nein;1815
184-2;104034;Ciprofloxacin [Empfindlichkeit] mit minimaler letaler Konzentration (MLK);Messwert der  NO Konzentration bei NO Beatmung;68;Nein;1816
188-3;104034;Clarithromycin [Empfindlichkeit] mit minimaler letaler Konzentration (MLK);Messwert der  NO Konzentration bei NO Beatmung;68;Nein;1817
19-0;104034;Amoxicillin+Clavulanat [Empfindlichkeit] mit minimaler letaler Konzentration (MLK);Messwert der  NO Konzentration bei NO Beatmung;68;Nein;1818
192-5;104034;Clindamycin [Empfindlichkeit] mit minimaler letaler Konzentration (MLK);Messwert der  NO Konzentration bei NO Beatmung;68;Nein;1819
196-6;104034;Cloxacillin [Empfindlichkeit] mit minimaler letaler Konzentration (MLK);Messwert der  NO Konzentration bei NO Beatmung;68;Nein;1820
204-8;104034;Colistin [Empfindlichkeit] mit minimaler letaler Konzentration (MLK);Messwert der  NO Konzentration bei NO Beatmung;68;Nein;1821
212-1;104034;Cycloserin [Empfindlichkeit] mit minimaler letaler Konzentration (MLK);Messwert der  NO Konzentration bei NO Beatmung;68;Nein;1822
216-2;104034;Demeclocyclin [Empfindlichkeit] mit minimaler letaler Konzentration (MLK);Messwert der  NO Konzentration bei NO Beatmung;68;Nein;1823
220-4;104034;Dicloxacillin [Empfindlichkeit] mit minimaler letaler Konzentration (MLK);Messwert der  NO Konzentration bei NO Beatmung;68;Nein;1824
224-6;104034;Doxycyclin [Empfindlichkeit] mit minimaler letaler Konzentration (MLK);Messwert der  NO Konzentration bei NO Beatmung;68;Nein;1825
228-7;104034;Enoxacin [Empfindlichkeit] mit minimaler letaler Konzentration (MLK);Messwert der  NO Konzentration bei NO Beatmung;68;Nein;1826
23-2;104034;Amphotericin B [Empfindlichkeit] mit minimaler letaler Konzentration (MLK);Messwert der  NO Konzentration bei NO Beatmung;68;Nein;1827
232-9;104034;Erythromycin [Empfindlichkeit] mit minimaler letaler Konzentration (MLK);Messwert der  NO Konzentration bei NO Beatmung;68;Nein;1828
236-0;104034;Erythromycin+Sulfisoxazol [Empfindlichkeit] mit minimaler letaler Konzentration (MLK);Messwert der  NO Konzentration bei NO Beatmung;68;Nein;1829
240-2;104034;Ethambutol [Empfindlichkeit] mit minimaler letaler Konzentration (MLK);Messwert der  NO Konzentration bei NO Beatmung;68;Nein;1830
25723-8;104034;Nitroxolin [Empfindlichkeit] mit minimaler Hemmkonzentration (MHK);Messwert der  NO Konzentration bei NO Beatmung;60;Nein;1831
257-6;104034;Framycetin [Empfindlichkeit] mit minimaler letaler Konzentration (MLK);Messwert der  NO Konzentration bei NO Beatmung;68;Nein;1832
261-8;104034;Fusidat [Empfindlichkeit] mit minimaler letaler Konzentration (MLK);Messwert der  NO Konzentration bei NO Beatmung;68;Nein;1833
266-7;104034;Gentamicin [Empfindlichkeit] mit minimaler letaler Konzentration (MLK);Messwert der  NO Konzentration bei NO Beatmung;68;Nein;1834
270-9;104034;Gramicidin D [Empfindlichkeit] mit minimaler letaler Konzentration (MLK);Messwert der  NO Konzentration bei NO Beatmung;68;Nein;1835
27-3;104034;Ampicillin [Empfindlichkeit] mit minimaler letaler Konzentration (MLK);Messwert der  NO Konzentration bei NO Beatmung;68;Nein;1836
274-1;104034;Hetacillin [Empfindlichkeit] mit minimaler letaler Konzentration (MLK);Messwert der  NO Konzentration bei NO Beatmung;68;Nein;1837
278-2;104034;Imipenem [Empfindlichkeit] mit minimaler letaler Konzentration (MLK);Messwert der  NO Konzentration bei NO Beatmung;68;Nein;1838
286-5;104034;Isoniazid [Empfindlichkeit] mit minimaler letaler Konzentration (MLK);Messwert der  NO Konzentration bei NO Beatmung;68;Nein;1839
290-7;104034;Kanamycin [Empfindlichkeit] mit minimaler letaler Konzentration (MLK);Messwert der  NO Konzentration bei NO Beatmung;68;Nein;1840
294-9;104034;Ketoconazol [Empfindlichkeit] mit minimaler letaler Konzentration (MLK);Messwert der  NO Konzentration bei NO Beatmung;68;Nein;1841
298-0;104034;Lincomycin [Empfindlichkeit] mit minimaler letaler Konzentration (MLK);Messwert der  NO Konzentration bei NO Beatmung;68;Nein;1842
302-0;104034;Lomefloxacin [Empfindlichkeit] mit minimaler letaler Konzentration (MLK);Messwert der  NO Konzentration bei NO Beatmung;68;Nein;1843
306-1;104034;Loracarbef [Empfindlichkeit] mit minimaler letaler Konzentration (MLK);Messwert der  NO Konzentration bei NO Beatmung;68;Nein;1844
310-3;104034;Lymecyclin [Empfindlichkeit] mit minimaler letaler Konzentration (MLK);Messwert der  NO Konzentration bei NO Beatmung;68;Nein;1845
314-5;104034;Meclocyclin [Empfindlichkeit] mit minimaler letaler Konzentration (MLK);Messwert der  NO Konzentration bei NO Beatmung;68;Nein;1846
31-5;104034;Ampicillin+Sulbactam [Empfindlichkeit] mit minimaler letaler Konzentration (MLK);Messwert der  NO Konzentration bei NO Beatmung;68;Nein;1847
318-6;104034;Methacyclin [Empfindlichkeit] mit minimaler letaler Konzentration (MLK);Messwert der  NO Konzentration bei NO Beatmung;68;Nein;1848
322-8;104034;Methicillin [Empfindlichkeit] mit minimaler letaler Konzentration (MLK);Messwert der  NO Konzentration bei NO Beatmung;68;Nein;1849
326-9;104034;Metronidazol [Empfindlichkeit] mit minimaler letaler Konzentration (MLK);Messwert der  NO Konzentration bei NO Beatmung;68;Nein;1850
330-1;104034;Mezlocillin [Empfindlichkeit] mit minimaler letaler Konzentration (MLK);Messwert der  NO Konzentration bei NO Beatmung;68;Nein;1851
334-3;104034;Minocyclin [Empfindlichkeit] mit minimaler letaler Konzentration (MLK);Messwert der  NO Konzentration bei NO Beatmung;68;Nein;1852
335-0;104034;Minocyclin [Empfindlichkeit] mit minimaler Hemmkonzentration (MHK);Messwert der  NO Konzentration bei NO Beatmung;60;Nein;1853
338-4;104034;Miocamycin [Empfindlichkeit] mit minimaler letaler Konzentration (MLK);Messwert der  NO Konzentration bei NO Beatmung;68;Nein;1854
346-7;104034;Nafcillin [Empfindlichkeit] mit minimaler letaler Konzentration (MLK);Messwert der  NO Konzentration bei NO Beatmung;68;Nein;1855
354-1;104034;Neomycin [Empfindlichkeit] mit minimaler letaler Konzentration (MLK);Messwert der  NO Konzentration bei NO Beatmung;68;Nein;1856
355-8;104034;Neomycin [Empfindlichkeit] mit minimaler Hemmkonzentration (MHK);Messwert der  NO Konzentration bei NO Beatmung;62;Nein;1857
35-6;104034;Azithromycin [Empfindlichkeit] mit minimaler letaler Konzentration (MLK);Messwert der  NO Konzentration bei NO Beatmung;68;Nein;1858
358-2;104034;Netilmicin [Empfindlichkeit] mit minimaler letaler Konzentration (MLK);Messwert der  NO Konzentration bei NO Beatmung;68;Nein;1859
362-4;104034;Nitrofurantoin [Empfindlichkeit] mit minimaler letaler Konzentration (MLK);Messwert der  NO Konzentration bei NO Beatmung;68;Nein;1860
366-5;104034;Norfloxacin [Empfindlichkeit] mit minimaler letaler Konzentration (MLK);Messwert der  NO Konzentration bei NO Beatmung;68;Nein;1861
371-5;104034;Novobiocin [Empfindlichkeit] mit minimaler Hemmkonzentration (MHK);Messwert der  NO Konzentration bei NO Beatmung;60;Nein;1862
374-9;104034;Ofloxacin [Empfindlichkeit] mit minimaler letaler Konzentration (MLK);Messwert der  NO Konzentration bei NO Beatmung;68;Nein;1863
378-0;104034;Oleandomycin [Empfindlichkeit] mit minimaler letaler Konzentration (MLK);Messwert der  NO Konzentration bei NO Beatmung;68;Nein;1864
382-2;104034;Oxacillin [Empfindlichkeit] mit minimaler letaler Konzentration (MLK);Messwert der  NO Konzentration bei NO Beatmung;68;Nein;1865
386-3;104034;Oxytetracyclin [Empfindlichkeit] mit minimaler letaler Konzentration (MLK);Messwert der  NO Konzentration bei NO Beatmung;68;Nein;1866
391-3;104034;Penicillin G [Empfindlichkeit] mit minimaler letaler Konzentration (MLK);Messwert der  NO Konzentration bei NO Beatmung;68;Nein;1867
395-4;104034;Penicillin V [Empfindlichkeit] mit minimaler letaler Konzentration (MLK);Messwert der  NO Konzentration bei NO Beatmung;68;Nein;1868
39-8;104034;Azlocillin [Empfindlichkeit] mit minimaler letaler Konzentration (MLK);Messwert der  NO Konzentration bei NO Beatmung;68;Nein;1869
399-6;104034;Phenethicillin [Empfindlichkeit] mit minimaler letaler Konzentration (MLK);Messwert der  NO Konzentration bei NO Beatmung;68;Nein;1870
407-7;104034;Piperacillin [Empfindlichkeit] mit minimaler letaler Konzentration (MLK);Messwert der  NO Konzentration bei NO Beatmung;68;Nein;1871
411-9;104034;Piperacillin+Tazobactam [Empfindlichkeit] mit minimaler letaler Konzentration (MLK);Messwert der  NO Konzentration bei NO Beatmung;68;Nein;1872
415-0;104034;Pivampicillin [Empfindlichkeit] mit minimaler letaler Konzentration (MLK);Messwert der  NO Konzentration bei NO Beatmung;68;Nein;1873
419-2;104034;Polymyxin B [Empfindlichkeit] mit minimaler letaler Konzentration (MLK);Messwert der  NO Konzentration bei NO Beatmung;68;Nein;1874
423-4;104034;Pyrazinamid [Empfindlichkeit] mit minimaler letaler Konzentration (MLK);Messwert der  NO Konzentration bei NO Beatmung;68;Nein;1875
427-5;104034;Rifampicin [Empfindlichkeit] mit minimaler letaler Konzentration (MLK);Messwert der  NO Konzentration bei NO Beatmung;68;Nein;1876
43-0;104034;Aztreonam [Empfindlichkeit] mit minimaler letaler Konzentration (MLK);Messwert der  NO Konzentration bei NO Beatmung;68;Nein;1877
432-5;104034;Ristocetin [Empfindlichkeit] mit minimaler Hemmkonzentration (MHK);Messwert der  NO Konzentration bei NO Beatmung;60;Nein;1878
43270-8;104034;Ceftobiprol [Empfindlichkeit] mit minimaler letaler Konzentration (MLK);Messwert der  NO Konzentration bei NO Beatmung;68;Nein;1879
435-8;104034;Rolitetracyclin [Empfindlichkeit] mit minimaler letaler Konzentration (MLK);Messwert der  NO Konzentration bei NO Beatmung;68;Nein;1880
439-0;104034;Rosoxacin [Empfindlichkeit] mit minimaler letaler Konzentration (MLK);Messwert der  NO Konzentration bei NO Beatmung;68;Nein;1881
443-2;104034;Roxithromycin [Empfindlichkeit] mit minimaler letaler Konzentration (MLK);Messwert der  NO Konzentration bei NO Beatmung;68;Nein;1882
447-3;104034;Sisomicin [Empfindlichkeit] mit minimaler letaler Konzentration (MLK);Messwert der  NO Konzentration bei NO Beatmung;68;Nein;1883
451-5;104034;Spectinomycin [Empfindlichkeit] mit minimaler letaler Konzentration (MLK);Messwert der  NO Konzentration bei NO Beatmung;68;Nein;1884
452-3;104034;Spectinomycin [Empfindlichkeit] mit minimaler Hemmkonzentration (MHK);Messwert der  NO Konzentration bei NO Beatmung;60;Nein;1885
455-6;104034;Spiramycin [Empfindlichkeit] mit minimaler letaler Konzentration (MLK);Messwert der  NO Konzentration bei NO Beatmung;68;Nein;1886
459-8;104034;Streptomycin [Empfindlichkeit] mit minimaler letaler Konzentration (MLK);Messwert der  NO Konzentration bei NO Beatmung;68;Nein;1887
463-0;104034;Sulfadiazin [Empfindlichkeit] mit minimaler letaler Konzentration (MLK);Messwert der  NO Konzentration bei NO Beatmung;68;Nein;1888
467-1;104034;Sulfamethoxazol [Empfindlichkeit] mit minimaler letaler Konzentration (MLK);Messwert der  NO Konzentration bei NO Beatmung;68;Nein;1889
47-1;104034;Bacampicillin [Empfindlichkeit] mit minimaler letaler Konzentration (MLK);Messwert der  NO Konzentration bei NO Beatmung;68;Nein;1890
471-3;104034;Sulfisoxazol [Empfindlichkeit] mit minimaler letaler Konzentration (MLK);Messwert der  NO Konzentration bei NO Beatmung;68;Nein;1891
475-4;104034;Sulfonamid [Empfindlichkeit] mit minimaler letaler Konzentration (MLK);Messwert der  NO Konzentration bei NO Beatmung;68;Nein;1892
479-6;104034;Talampicillin [Empfindlichkeit] mit minimaler letaler Konzentration (MLK);Messwert der  NO Konzentration bei NO Beatmung;68;Nein;1893
483-8;104034;Teicoplanin [Empfindlichkeit] mit minimaler letaler Konzentration (MLK);Messwert der  NO Konzentration bei NO Beatmung;68;Nein;1894
487-9;104034;Temafloxacin [Empfindlichkeit] mit minimaler letaler Konzentration (MLK);Messwert der  NO Konzentration bei NO Beatmung;68;Nein;1895
491-1;104034;Temocillin [Empfindlichkeit] mit minimaler letaler Konzentration (MLK);Messwert der  NO Konzentration bei NO Beatmung;68;Nein;1896
495-2;104034;Tetracyclin [Empfindlichkeit] mit minimaler letaler Konzentration (MLK);Messwert der  NO Konzentration bei NO Beatmung;68;Nein;1897
499-4;104034;Ticarcillin [Empfindlichkeit] mit minimaler letaler Konzentration (MLK);Messwert der  NO Konzentration bei NO Beatmung;68;Nein;1898
503-3;104034;Ticarcillin+Clavulanat [Empfindlichkeit] mit minimaler letaler Konzentration (MLK);Messwert der  NO Konzentration bei NO Beatmung;68;Nein;1899
507-4;104034;Tobramycin [Empfindlichkeit] mit minimaler letaler Konzentration (MLK);Messwert der  NO Konzentration bei NO Beatmung;68;Nein;1900
511-6;104034;Trimethoprim [Empfindlichkeit] mit minimaler letaler Konzentration (MLK);Messwert der  NO Konzentration bei NO Beatmung;68;Nein;1901
515-7;104034;Trimethoprim+Sulfamethoxazol [Empfindlichkeit] mit minimaler letaler Konzentration (MLK);Messwert der  NO Konzentration bei NO Beatmung;68;Nein;1902
519-9;104034;Troleandomycin [Empfindlichkeit] mit minimaler letaler Konzentration (MLK);Messwert der  NO Konzentration bei NO Beatmung;68;Nein;1903
523-1;104034;Vancomycin [Empfindlichkeit] mit minimaler letaler Konzentration (MLK);Messwert der  NO Konzentration bei NO Beatmung;68;Nein;1904
524-9;104034;Vancomycin [Empfindlichkeit] mit minimaler Hemmkonzentration (MHK);Messwert der  NO Konzentration bei NO Beatmung;60;Nein;1905
55-4;104034;Capreomycin [Empfindlichkeit] mit minimaler letaler Konzentration (MLK);Messwert der  NO Konzentration bei NO Beatmung;68;Nein;1906
55694-4;104034;Ornidazol [Empfindlichkeit] mit minimaler Hemmkonzentration (MHK);Messwert der  NO Konzentration bei NO Beatmung;61;Nein;1907
55720-7;104034;Tinidazol [Empfindlichkeit] mit minimaler Hemmkonzentration (MHK);Messwert der  NO Konzentration bei NO Beatmung;61;Nein;1908
59-6;104034;Carbenicillin [Empfindlichkeit] mit minimaler letaler Konzentration (MLK);Messwert der  NO Konzentration bei NO Beatmung;68;Nein;1909
59833-4;104034;Anderes Antibiotikum [Empfindlichkeit] mit minimaler letaler Konzentration (MLK);Messwert der  NO Konzentration bei NO Beatmung;68;Nein;1910
63-8;104034;Cefadroxil [Empfindlichkeit] mit minimaler letaler Konzentration (MLK);Messwert der  NO Konzentration bei NO Beatmung;68;Nein;1911
6643-1;104034;Cefepim [Empfindlichkeit] mit minimaler letaler Konzentration (MLK);Messwert der  NO Konzentration bei NO Beatmung;68;Nein;1912
6651-4;104034;Meropenem [Empfindlichkeit] mit minimaler letaler Konzentration (MLK);Messwert der  NO Konzentration bei NO Beatmung;68;Nein;1913
67-9;104034;Cefamandol [Empfindlichkeit] mit minimaler letaler Konzentration (MLK);Messwert der  NO Konzentration bei NO Beatmung;68;Nein;1914
71-1;104034;Cefatrizin [Empfindlichkeit] mit minimaler letaler Konzentration (MLK);Messwert der  NO Konzentration bei NO Beatmung;68;Nein;1915
75-2;104034;Cefazolin [Empfindlichkeit] mit minimaler letaler Konzentration (MLK);Messwert der  NO Konzentration bei NO Beatmung;68;Nein;1916
79-4;104034;Cefixim [Empfindlichkeit] mit minimaler letaler Konzentration (MLK);Messwert der  NO Konzentration bei NO Beatmung;68;Nein;1917
8274-3;104034;Cefpirom [Empfindlichkeit] mit minimaler letaler Konzentration (MLK);Messwert der  NO Konzentration bei NO Beatmung;68;Nein;1918
83-6;104034;Cefaclor [Empfindlichkeit] mit minimaler letaler Konzentration (MLK);Messwert der  NO Konzentration bei NO Beatmung;68;Nein;1919
87-7;104034;Cefmetazol [Empfindlichkeit] mit minimaler letaler Konzentration (MLK);Messwert der  NO Konzentration bei NO Beatmung;68;Nein;1920
91-9;104034;Cefodizim [Empfindlichkeit] mit minimaler letaler Konzentration (MLK);Messwert der  NO Konzentration bei NO Beatmung;68;Nein;1921
95-0;104034;Cefonicid [Empfindlichkeit] mit minimaler letaler Konzentration (MLK);Messwert der  NO Konzentration bei NO Beatmung;68;Nein;1922
99-2;104034;Cefoperazon [Empfindlichkeit] mit minimaler letaler Konzentration (MLK);Messwert der  NO Konzentration bei NO Beatmung;68;Nein;1923
19218-7;102923;Sauerstoffgehalt in arteriellem Blut;Messwert des Sauerstoffgehalt in der Maßeinheit Vol %;71;Nein;1924
19219-5;102923;Sauerstoffgehalt in Kapillarblut;Messwert des Sauerstoffgehalt in der Maßeinheit Vol %;71;Nein;1925
19220-3;102923;Sauerstoffgehalt in venösem Blut;Messwert des Sauerstoffgehalt in der Maßeinheit Vol %;73;Nein;1926
34163-6;102923;Sauerstoffgehalt in Blut;Messwert des Sauerstoffgehalt in der Maßeinheit Vol %;86;Nein;1927
57800-5;102923;Sauerstoffgehalt in Blut, berechnet;Messwert des Sauerstoffgehalt in der Maßeinheit Vol %;73;Nein;1928
22466-7;107893;Respiratorisches Synzytial-Virus Antikörper [Titer] in Serum;"Messwert; exspiratorisches Tidalvolumen";60;Nein;1929
33390-6;107893;Respiratorisches Synzytial-Virus Antikörper [Nachweis] in Serum;"Messwert; exspiratorisches Tidalvolumen";60;Nein;1930
7990-5;107893;Respiratorisches Synzytial-Virus Antikörper [Einheiten/Volumen] in Serum;"Messwert; exspiratorisches Tidalvolumen";60;Nein;1931
22466-7;102902;Respiratorisches Synzytial-Virus Antikörper [Titer] in Serum;"Messwert; exspiratorisches Tidalvolumen Einheit: ml";60;Nein;1932
33390-6;102902;Respiratorisches Synzytial-Virus Antikörper [Nachweis] in Serum;"Messwert; exspiratorisches Tidalvolumen Einheit: ml";60;Nein;1933
7990-5;102902;Respiratorisches Synzytial-Virus Antikörper [Einheiten/Volumen] in Serum;"Messwert; exspiratorisches Tidalvolumen Einheit: ml";60;Nein;1934
8867-4;103265;Herzfrequenz;Messwert: gemessene Atemfrequenz;62;Nein;1935
12-5;103130;Amikacin [Empfindlichkeit] mit minimaler Hemmkonzentration (MHK);Messwert: gemessene O2 Konzentration des Gasgemisches;60;Nein;1937
12-5;103216;Amikacin [Empfindlichkeit] mit minimaler Hemmkonzentration (MHK);Messwert: gemessene O2 Konzentration des Gasgemisches;60;Nein;1938
267-5;103130;Gentamicin [Empfindlichkeit] mit minimaler Hemmkonzentration (MHK);Messwert: gemessene O2 Konzentration des Gasgemisches;61;Nein;1939
267-5;103216;Gentamicin [Empfindlichkeit] mit minimaler Hemmkonzentration (MHK);Messwert: gemessene O2 Konzentration des Gasgemisches;61;Nein;1940
8462-4;103142;Diastolischer Blutdruck;Messwert: gemessener positiver endexspiratorischer Druck;61;Nein;1941
8310-5;106407;Körpertemperatur;Messwert im Verlaufbis zum erreichen der eingestellten Zieltemperatur;63;Nein;1942
52915-6;101443;Aluminium [Mol/Volumen] in Urin;Minimum Airway Pressure;60;Nein;1943
5577-2;101443;Aluminium [Masse/Volumen] in Urin;Minimum Airway Pressure;60;Nein;1944
9462-3;101443;Aluminium [Masse/Volumen] in Wasser;Minimum Airway Pressure;62;Nein;1945
8478-0;104249;Mittlerer Blutdruck;Mittlerer Atemwegsdruck ;76;Nein;1946
8478-0;102873;Mittlerer Blutdruck;Mittlerer Atemwegsdruck (MAP);70;Nein;1947
8478-0;102019;Mittlerer Blutdruck;Mittlerer pulmonale arterieller Druck;64;Nein;1948
76213-8;108503;Diastolischer Blutdruck invasiv;Nichtinvaiver Blutdruck linkes Bein;70;Nein;1949
76215-3;108503;Systolischer Blutdruck invasiv;Nichtinvaiver Blutdruck linkes Bein;68;Nein;1950
8462-4;108503;Diastolischer Blutdruck;Nichtinvaiver Blutdruck linkes Bein;65;Nein;1951
8478-0;108503;Mittlerer Blutdruck;Nichtinvaiver Blutdruck linkes Bein;67;Nein;1952
8480-6;108503;Systolischer Blutdruck;Nichtinvaiver Blutdruck linkes Bein;67;Nein;1953
76213-8;1275;Diastolischer Blutdruck invasiv;nichtinvasiver Blutdruck;73;Nein;1954
76215-3;1275;Systolischer Blutdruck invasiv;nichtinvasiver Blutdruck;70;Nein;1955
8462-4;1275;Diastolischer Blutdruck;nichtinvasiver Blutdruck;68;Nein;1956
8478-0;1275;Mittlerer Blutdruck;nichtinvasiver Blutdruck;65;Nein;1957
8480-6;1275;Systolischer Blutdruck;nichtinvasiver Blutdruck;65;Nein;1958
76213-8;100094;Diastolischer Blutdruck invasiv;nichtinvasiver Blutdruck 1;73;Nein;1959
76215-3;100094;Systolischer Blutdruck invasiv;nichtinvasiver Blutdruck 1;70;Nein;1960
8462-4;100094;Diastolischer Blutdruck;nichtinvasiver Blutdruck 1;68;Nein;1961
8478-0;100094;Mittlerer Blutdruck;nichtinvasiver Blutdruck 1;65;Nein;1962
8480-6;100094;Systolischer Blutdruck;nichtinvasiver Blutdruck 1;65;Nein;1963
76213-8;108505;Diastolischer Blutdruck invasiv;Nichtinvasiver Blutdruck linker Arm;71;Nein;1964
76215-3;108505;Systolischer Blutdruck invasiv;Nichtinvasiver Blutdruck linker Arm;66;Nein;1965
8462-4;108505;Diastolischer Blutdruck;Nichtinvasiver Blutdruck linker Arm;63;Nein;1966
8478-0;108505;Mittlerer Blutdruck;Nichtinvasiver Blutdruck linker Arm;64;Nein;1967
8480-6;108505;Systolischer Blutdruck;Nichtinvasiver Blutdruck linker Arm;60;Nein;1968
76213-8;108506;Diastolischer Blutdruck invasiv;Nichtinvasiver Blutdruck rechter Arm;71;Nein;1969
76215-3;108506;Systolischer Blutdruck invasiv;Nichtinvasiver Blutdruck rechter Arm;66;Nein;1970
8462-4;108506;Diastolischer Blutdruck;Nichtinvasiver Blutdruck rechter Arm;63;Nein;1971
8478-0;108506;Mittlerer Blutdruck;Nichtinvasiver Blutdruck rechter Arm;64;Nein;1972
8480-6;108506;Systolischer Blutdruck;Nichtinvasiver Blutdruck rechter Arm;60;Nein;1973
76213-8;108504;Diastolischer Blutdruck invasiv;Nichtinvasiver Blutdruck rechtes Bein;73;Nein;1974
76215-3;108504;Systolischer Blutdruck invasiv;Nichtinvasiver Blutdruck rechtes Bein;70;Nein;1975
8462-4;108504;Diastolischer Blutdruck;Nichtinvasiver Blutdruck rechtes Bein;68;Nein;1976
8478-0;108504;Mittlerer Blutdruck;Nichtinvasiver Blutdruck rechtes Bein;65;Nein;1977
8480-6;108504;Systolischer Blutdruck;Nichtinvasiver Blutdruck rechtes Bein;65;Nein;1978
10163-4;108155;Anamnese früherer Schwangerschaften;Nikotingebrauch während der Schwangerschaft;65;Nein;1979
10163-4;108156;Anamnese früherer Schwangerschaften;Nikotingebrauch während der Schwangerschaft;65;Nein;1980
81324-6;108155;Glucose-Toleranz über 2 Stunden in der Schwangerschaft (Liste) - Serum oder Plasma;Nikotingebrauch während der Schwangerschaft;65;Nein;1981
81324-6;108156;Glucose-Toleranz über 2 Stunden in der Schwangerschaft (Liste) - Serum oder Plasma;Nikotingebrauch während der Schwangerschaft;65;Nein;1982
90767-5;108155;Übersicht der Schwangerschaft - Dokument;Nikotingebrauch während der Schwangerschaft;65;Nein;1983
90767-5;108156;Übersicht der Schwangerschaft - Dokument;Nikotingebrauch während der Schwangerschaft;65;Nein;1984
103-2;110838;Ceforanid [Empfindlichkeit] mit minimaler letaler Konzentration (MLK);O2 Konzentration des Gasgemisches;62;Nein;1985
107-3;110838;Cefotaxim [Empfindlichkeit] mit minimaler letaler Konzentration (MLK);O2 Konzentration des Gasgemisches;62;Nein;1986
111-5;110838;Cefotetan [Empfindlichkeit] mit minimaler letaler Konzentration (MLK);O2 Konzentration des Gasgemisches;62;Nein;1987
115-6;110838;Cefoxitin [Empfindlichkeit] mit minimaler letaler Konzentration (MLK);O2 Konzentration des Gasgemisches;62;Nein;1988
11-7;110838;Amikacin [Empfindlichkeit] mit minimaler letaler Konzentration (MLK);O2 Konzentration des Gasgemisches;62;Nein;1989
119-8;110838;Cefpodoxim [Empfindlichkeit] mit minimaler letaler Konzentration (MLK);O2 Konzentration des Gasgemisches;62;Nein;1990
123-0;110838;Cefprozil [Empfindlichkeit] mit minimaler letaler Konzentration (MLK);O2 Konzentration des Gasgemisches;62;Nein;1991
127-1;110838;Cefsulodin [Empfindlichkeit] mit minimaler letaler Konzentration (MLK);O2 Konzentration des Gasgemisches;62;Nein;1992
132-1;110838;Ceftazidim [Empfindlichkeit] mit minimaler letaler Konzentration (MLK);O2 Konzentration des Gasgemisches;62;Nein;1993
136-2;110838;Ceftizoxim [Empfindlichkeit] mit minimaler letaler Konzentration (MLK);O2 Konzentration des Gasgemisches;62;Nein;1994
140-4;110838;Ceftriaxon [Empfindlichkeit] mit minimaler letaler Konzentration (MLK);O2 Konzentration des Gasgemisches;62;Nein;1995
144-6;110838;Cefuroxim parenteral [Empfindlichkeit] mit minimaler letaler Konzentration (MLK);O2 Konzentration des Gasgemisches;62;Nein;1996
148-7;110838;Cephalexin [Empfindlichkeit] mit minimaler letaler Konzentration (MLK);O2 Konzentration des Gasgemisches;62;Nein;1997
156-0;110838;Cephaloridin [Empfindlichkeit] mit minimaler letaler Konzentration (MLK);O2 Konzentration des Gasgemisches;62;Nein;1998
15-8;110838;Amoxicillin [Empfindlichkeit] mit minimaler letaler Konzentration (MLK);O2 Konzentration des Gasgemisches;62;Nein;1999
160-2;110838;Cephalothin [Empfindlichkeit] mit minimaler letaler Konzentration (MLK);O2 Konzentration des Gasgemisches;62;Nein;2000
164-4;110838;Cephapirin [Empfindlichkeit] mit minimaler letaler Konzentration (MLK);O2 Konzentration des Gasgemisches;62;Nein;2001
168-5;110838;Cephradin [Empfindlichkeit] mit minimaler letaler Konzentration (MLK);O2 Konzentration des Gasgemisches;62;Nein;2002
172-7;110838;Chloramphenicol [Empfindlichkeit] mit minimaler letaler Konzentration (MLK);O2 Konzentration des Gasgemisches;62;Nein;2003
176-8;110838;Chlortetracyclin [Empfindlichkeit] mit minimaler letaler Konzentration (MLK);O2 Konzentration des Gasgemisches;62;Nein;2004
180-0;110838;Cinoxacin [Empfindlichkeit] mit minimaler letaler Konzentration (MLK);O2 Konzentration des Gasgemisches;62;Nein;2005
184-2;110838;Ciprofloxacin [Empfindlichkeit] mit minimaler letaler Konzentration (MLK);O2 Konzentration des Gasgemisches;62;Nein;2006
